sample_index,timestamp_brainflow,label,C3_uV,C4_uV,Cz_uV
20802,1786485538.05274,RE,-29.3,-18.4,-3.4
20803,1786485538.0527806,RE,-15.0,-31.0,-24.0
20804,1786485538.0528083,RE,-13.0,-29.2,-24.3
20805,1786485538.052832,RE,-20.0,-19.9,-12.1
20806,1786485538.0528576,RE,-18.9,-10.8,1.4
20807,1786485538.0528865,RE,-20.1,-23.7,-17.4
20808,1786485538.052913,RE,-17.6,-35.5,-35.4
20809,1786485538.0529368,RE,-28.5,-27.5,-22.5
20810,1786485538.052961,RE,-38.8,-20.5,-13.6
20811,1786485538.0529952,RE,-37.9,-35.2,-30.0
20812,1786485538.0530095,RE,-15.9,-37.9,-40.7
20813,1786485538.0530171,RE,-25.6,-27.3,-24.9
20814,1786485538.0530248,RE,-30.1,-14.9,-10.7
20815,1786485538.0530322,RE,-25.0,-18.7,-19.3
20816,1786485538.0530396,RE,-11.8,-27.6,-32.6
20817,1786485538.0530467,RE,-10.1,-17.9,-16.5
20818,1786485538.053054,RE,-33.2,-13.9,-5.1
20819,1786485538.0530615,RE,-29.2,-18.2,-15.0
20820,1786485538.0530684,RE,-10.1,-29.3,-37.0
20821,1786485538.0530756,RE,-0.3,-16.8,-16.5
20822,1786485538.053083,RE,-12.8,-1.8,9.4
20823,1786485538.0530903,RE,-34.6,-14.8,-2.7
20824,1786485538.0530975,RE,-23.8,-33.6,-31.9
20825,1786485538.053106,RE,-2.3,-17.2,-19.4
20826,1786485538.0531137,RE,-14.9,-1.2,3.4
20827,1786485538.05312,RE,-29.2,-6.8,-0.5
20828,1786485538.0531263,RE,-38.6,-33.2,-27.3
20829,1786485538.0531323,RE,-13.5,-34.9,-29.9
20830,1786485538.0531387,RE,-15.2,-12.9,-1.6
20831,1786485538.0531452,RE,-43.5,-20.7,-4.4
20832,1786485538.0531516,RE,-38.1,-39.5,-33.4
20833,1786485538.0531576,RE,-9.5,-34.4,-34.6
20834,1786485538.053164,RE,-19.9,-17.8,-10.1
20835,1786485538.0531704,RE,-22.6,-9.4,3.3
20836,1786485538.0531769,RE,-17.3,-15.0,-5.6
20837,1786485538.0531833,RE,-9.5,-29.0,-22.7
20838,1786485538.0531895,RE,9.3,-3.2,5.9
20839,1786485538.0531957,RE,-17.7,3.3,18.7
20840,1786485538.053202,RE,-31.2,-19.3,-10.3
20841,1786485538.0532084,RE,-2.9,-23.5,-20.7
20842,1786485538.0532148,RE,-12.5,-17.4,-8.5
20843,1786485538.0532207,RE,-32.3,-14.3,-0.0
20844,1786485538.0532272,RE,-28.1,-19.4,-0.9
20845,1786485538.0532336,RE,-8.1,-28.8,-13.4
20846,1786485538.05324,RE,-7.0,-23.4,-6.7
20847,1786485538.053246,RE,0.2,-1.9,18.8
20848,1786485538.0532522,RE,-18.1,-1.8,22.2
20849,1786485538.0532584,RE,-22.5,-32.7,-16.4
20850,1786485538.0532649,RE,-8.6,-28.0,-16.7
20851,1786485538.0532713,RE,-15.4,-9.3,4.8
20852,1786485538.0532773,RE,-39.1,-19.3,-1.6
20853,1786485538.0532837,RE,-20.6,-34.2,-26.2
20854,1786485538.0532897,RE,7.2,-22.5,-18.4
20855,1786485538.053296,RE,-19.9,-12.8,-0.6
20856,1786485538.053302,RE,-28.1,-16.5,-4.7
20857,1786485538.053308,RE,-14.0,-23.5,-20.8
20858,1786485538.0533144,RE,0.8,-25.5,-27.0
20859,1786485538.0533204,RE,-2.3,-13.7,-4.8
20860,1786485538.0533266,RE,-16.9,-3.8,4.6
20861,1786485538.0533328,RE,-11.4,-17.4,-12.6
20862,1786485538.0533392,RE,13.6,-19.1,-17.2
20863,1786485538.0533454,RE,8.8,-7.4,-2.7
20864,1786485538.0533516,RE,-21.1,-8.7,-0.0
20865,1786485538.0533576,RE,-30.0,-28.1,-23.5
20866,1786485538.053364,RE,-9.2,-39.2,-42.3
20867,1786485538.05337,RE,-3.2,-27.2,-29.2
20868,1786485538.0533764,RE,-4.6,-5.6,-0.9
20869,1786485538.0533829,RE,-15.8,-14.5,-10.6
20870,1786485538.0533888,RE,8.2,-23.6,-28.2
20871,1786485538.0533953,RE,8.2,-16.6,-18.9
20872,1786485538.0534012,RE,-6.1,-5.8,-0.4
20873,1786485538.0534074,RE,-20.4,-12.3,-7.8
20874,1786485538.0534136,RE,-3.2,-25.4,-33.0
20875,1786485538.0534196,RE,8.9,-17.0,-28.7
20876,1786485538.053426,RE,-7.2,-7.8,-7.7
20877,1786485538.053432,RE,-23.2,-15.5,-10.0
20878,1786485538.0534382,RE,-9.4,-26.8,-26.9
20879,1786485538.0534444,RE,5.3,-25.2,-32.6
20880,1786485538.0534503,RE,-0.0,-8.9,-16.5
20881,1786485538.053457,RE,-10.5,-8.9,-12.9
20882,1786485538.0534632,RE,-9.0,-22.0,-31.1
20883,1786485538.0534697,RE,-2.9,-30.2,-44.1
20884,1786485538.053476,RE,-7.2,-18.8,-21.7
20885,1786485538.053482,RE,-28.1,-17.6,-10.3
20886,1786485538.0534885,RE,-22.5,-27.7,-26.6
20887,1786485538.0534945,RE,-5.4,-34.1,-42.2
20888,1786485538.053501,RE,-0.3,-15.8,-20.1
20889,1786485538.053507,RE,-6.9,-0.1,2.3
20890,1786485538.0535133,RE,-14.6,-13.9,-9.7
20891,1786485538.0535195,RE,2.5,-28.0,-31.1
20892,1786485538.053526,RE,5.7,-12.7,-13.4
20893,1786485538.0535324,RE,-18.0,-9.9,-5.8
20894,1786485538.0535383,RE,-9.7,-12.7,-13.0
20895,1786485538.0535448,RE,7.9,-16.5,-22.8
20896,1786485538.053551,RE,14.1,-8.3,-12.3
20897,1786485538.0535572,RE,-3.1,3.7,5.9
20898,1786485538.0535634,RE,-20.2,-6.4,-2.4
20899,1786485538.0535696,RE,-2.2,-19.4,-23.2
20900,1786485538.053576,RE,9.6,-16.6,-18.6
20901,1786485538.0535822,RE,-5.6,-5.4,-5.1
20902,1786485538.0535884,RE,-14.7,-3.5,-2.4
20903,1786485538.0535948,RE,-12.4,-19.8,-21.8
20904,1786485538.0536008,RE,10.8,-16.0,-19.4
20905,1786485538.0536072,RE,7.2,7.0,12.8
20906,1786485538.0536132,RE,-20.9,-3.0,10.9
20907,1786485538.0536194,RE,-6.0,-16.2,-7.3
20908,1786485538.0536256,RE,4.8,-16.8,-17.2
20909,1786485538.053632,RE,-1.0,-3.7,3.0
20910,1786485538.0536382,RE,-21.0,-0.8,17.7
20911,1786485538.053645,RE,-13.1,-11.9,1.1
20912,1786485538.0536509,RE,-7.7,-25.3,-19.0
20913,1786485538.0536573,RE,11.9,-7.1,3.3
20914,1786485538.0536633,RE,-1.0,11.2,32.9
20915,1786485538.0536697,RE,-5.7,-5.2,17.1
20916,1786485538.053676,RE,7.5,-15.5,-4.9
20917,1786485538.053682,RE,10.6,-2.5,8.0
20918,1786485538.0536883,RE,-0.6,9.9,25.7
20919,1786485538.0536945,RE,-11.5,-1.9,13.2
20920,1786485538.0537007,RE,15.5,-10.2,-4.0
20921,1786485538.053707,RE,21.5,-1.1,8.1
20922,1786485538.5332956,RE,2.3,6.1,21.1
20923,1786485538.5333333,RE,-1.6,5.2,18.1
20924,1786485538.5333564,RE,5.0,-9.2,-3.6
20925,1786485538.5333805,RE,23.7,-1.4,2.4
20926,1786485538.533405,RE,13.8,16.5,26.0
20927,1786485538.5334291,RE,-3.3,18.1,27.2
20928,1786485538.5334537,RE,-6.1,-3.9,-3.2
20929,1786485538.5334778,RE,19.7,0.0,0.3
20930,1786485538.533502,RE,9.6,14.2,24.3
20931,1786485538.5335262,RE,-9.4,13.8,28.3
20932,1786485538.5335505,RE,-18.1,-8.3,-2.5
20933,1786485538.5335748,RE,-2.9,-18.3,-20.9
20934,1786485538.5335824,RE,8.5,0.5,6.3
20935,1786485538.5335898,RE,6.1,18.8,29.5
20936,1786485538.5335972,RE,3.1,10.1,14.3
20937,1786485538.5336049,RE,15.8,-2.2,-5.4
20938,1786485538.5336125,RE,24.3,13.1,11.1
20939,1786485538.5336196,RE,-9.4,16.1,20.3
20940,1786485538.5336273,RE,-22.1,-4.3,-1.3
20941,1786485538.5336344,RE,14.6,-6.2,-12.2
20942,1786485538.5336418,RE,27.1,12.6,14.4
20943,1786485538.5336492,RE,6.9,24.3,33.0
20944,1786485538.5336568,RE,0.4,21.1,26.8
20945,1786485538.5336642,RE,4.8,2.4,0.7
20946,1786485538.5336716,RE,13.3,4.3,2.0
20947,1786485538.5336788,RE,2.2,20.2,24.6
20948,1786485538.533686,RE,-4.8,18.9,22.9
20949,1786485538.5336933,RE,9.1,7.4,6.4
20950,1786485538.5337007,RE,21.0,11.7,13.3
20951,1786485538.533708,RE,19.8,30.1,37.9
20952,1786485538.5337152,RE,6.2,29.9,39.8
20953,1786485538.5337224,RE,7.7,8.9,16.2
20954,1786485538.5337296,RE,28.8,11.9,16.1
20955,1786485538.5337367,RE,14.7,23.7,37.3
20956,1786485538.533744,RE,-5.0,22.5,41.4
20957,1786485538.5337512,RE,-3.8,3.7,17.1
20958,1786485538.5337586,RE,18.6,1.9,10.5
20959,1786485538.533766,RE,19.4,20.3,37.8
20960,1786485538.533773,RE,-1.5,22.6,48.9
20961,1786485538.5337803,RE,0.2,10.2,29.0
20962,1786485538.5337875,RE,14.4,3.3,13.5
20963,1786485538.533795,RE,17.8,14.5,31.0
20964,1786485538.5338025,RE,3.4,24.7,49.5
20965,1786485538.5338097,RE,-10.2,7.7,27.2
20966,1786485538.5338166,RE,8.0,-8.2,5.9
20967,1786485538.533824,RE,15.9,3.7,18.2
20968,1786485538.5338311,RE,-0.8,16.4,38.6
20969,1786485538.5338385,RE,-17.9,5.3,30.5
20970,1786485538.5338457,RE,-10.0,-14.2,2.7
20971,1786485538.5338528,RE,8.7,-3.1,8.5
20972,1786485538.53386,RE,-0.6,14.6,30.6
20973,1786485538.5338674,RE,-6.9,11.8,25.9
20974,1786485538.5338745,RE,0.1,-1.4,3.1
20975,1786485538.5338817,RE,11.6,-1.7,-0.3
20976,1786485538.5338893,RE,0.4,11.6,24.2
20977,1786485538.5338964,RE,-10.9,6.5,27.0
20978,1786485538.5339038,RE,-6.9,-11.3,3.4
20979,1786485538.533911,RE,8.6,-11.8,1.5
20980,1786485538.5339184,RE,-6.3,1.3,21.8
20981,1786485538.5339255,RE,-17.1,3.7,20.2
20982,1786485538.5339327,RE,-0.5,1.1,9.7
20983,1786485538.53394,RE,11.8,-5.3,3.6
20984,1786485538.5339477,RE,16.6,12.9,25.7
20985,1786485538.5339546,RE,7.4,25.4,40.9
20986,1786485538.533962,RE,-9.0,5.2,11.4
20987,1786485538.5339692,RE,11.2,-2.0,-10.8
20988,1786485538.5339766,RE,21.7,18.7,13.8
20989,1786485538.533984,RE,6.0,27.7,33.8
20990,1786485538.533991,RE,-6.3,8.6,17.2
20991,1786485538.5339985,RE,15.0,-6.5,-1.9
20992,1786485538.5340056,RE,13.7,0.6,8.5
20993,1786485538.534013,RE,-3.2,8.9,17.6
20994,1786485538.5340204,RE,-13.1,-2.2,12.5
20995,1786485538.5340276,RE,-0.6,-17.4,-5.2
20996,1786485538.534035,RE,15.4,-4.3,9.2
20997,1786485538.5340424,RE,16.7,18.1,36.9
20998,1786485538.5340495,RE,12.1,24.3,42.3
20999,1786485538.534057,RE,14.1,7.5,14.8
21000,1786485538.5340636,RE,22.8,4.1,8.8
21001,1786485538.534071,RE,14.6,14.5,32.6
21002,1786485538.5340784,RE,5.9,17.5,37.4
21003,1786485538.5340855,RE,13.7,7.7,20.6
21004,1786485538.534093,RE,12.3,-5.8,7.3
21005,1786485538.5341003,RE,17.5,8.4,30.2
21006,1786485538.5341077,RE,4.6,18.4,47.8
21007,1786485538.5341144,RE,-0.7,-2.8,19.3
21008,1786485538.5341215,RE,24.6,0.1,14.1
21009,1786485538.534129,RE,17.8,14.2,32.7
21010,1786485538.534136,RE,1.6,18.8,40.9
21011,1786485538.5341432,RE,3.5,6.2,21.9
21012,1786485538.5341504,RE,16.9,-2.8,7.7
21013,1786485538.5341575,RE,12.3,-1.9,11.4
21014,1786485538.534165,RE,7.3,12.9,30.8
21015,1786485538.534172,RE,5.4,9.2,20.5
21016,1786485538.5341794,RE,19.7,-4.3,1.9
21017,1786485538.5341868,RE,23.1,2.0,16.7
21018,1786485538.5341942,RE,-2.9,5.7,28.0
21019,1786485538.5342016,RE,-11.4,-5.5,17.1
21020,1786485538.5342088,RE,11.1,-20.0,-4.3
21021,1786485538.534216,RE,31.6,-3.2,8.0
21022,1786485538.5342233,RE,7.0,6.5,18.7
21023,1786485538.5342305,RE,-4.1,-1.6,8.4
21024,1786485538.5342376,RE,15.6,-8.9,-6.5
21025,1786485538.5342448,RE,24.2,-5.3,-2.4
21026,1786485538.534252,RE,12.7,4.4,17.8
21027,1786485538.534259,RE,6.4,9.1,23.1
21028,1786485538.5342667,RE,9.6,-8.3,0.8
21029,1786485538.534274,RE,22.8,-15.0,-12.6
21030,1786485538.534281,RE,22.7,6.3,10.0
21031,1786485538.5342884,RE,16.9,17.8,22.7
21032,1786485538.5342956,RE,11.8,6.4,6.5
21033,1786485538.5343027,RE,7.3,-13.4,-22.9
21034,1786485538.5343096,RE,17.8,5.3,-3.4
21035,1786485538.5343168,RE,-6.3,12.7,9.2
21036,1786485538.5343244,RE,-12.0,-5.4,-12.1
21037,1786485538.534331,RE,5.4,-18.5,-30.0
21038,1786485538.5343385,RE,21.3,1.1,-11.2
21039,1786485538.5343456,RE,-3.6,10.0,5.8
21040,1786485538.5343523,RE,-17.0,-8.5,-15.1
21041,1786485538.5343597,RE,14.2,-9.9,-24.3
21042,1786485539.0127025,RE,13.4,-0.7,-11.6
21043,1786485539.012745,RE,4.8,12.5,13.2
21044,1786485539.0127723,RE,-16.5,2.5,12.3
21045,1786485539.0127964,RE,3.8,-13.5,-15.0
21046,1786485539.0128205,RE,24.1,0.6,2.0
21047,1786485539.0128443,RE,19.7,17.7,24.5
21048,1786485539.0128684,RE,-2.0,9.4,18.6
21049,1786485539.0128925,RE,3.2,-12.4,-8.7
21050,1786485539.012916,RE,14.3,-11.1,-15.4
21051,1786485539.0129397,RE,2.5,4.7,5.3
21052,1786485539.0129633,RE,-14.6,2.3,4.7
21053,1786485539.0129793,RE,-5.5,-11.2,-12.8
21054,1786485539.0129895,RE,21.1,-8.7,-12.6
21055,1786485539.0129993,RE,16.8,5.2,10.6
21056,1786485539.0130088,RE,-10.0,2.7,13.5
21057,1786485539.013018,RE,-8.2,-19.3,-11.1
21058,1786485539.0130277,RE,20.8,-14.0,-12.1
21059,1786485539.013038,RE,16.7,4.5,6.5
21060,1786485539.0130472,RE,-1.8,13.8,11.1
21061,1786485539.0130565,RE,-6.9,0.3,-7.1
21062,1786485539.013066,RE,-2.1,-18.6,-30.4
21063,1786485539.013075,RE,0.6,-15.1,-25.7
21064,1786485539.013085,RE,-5.7,0.7,-2.8
21065,1786485539.013094,RE,-16.4,-9.5,-10.3
21066,1786485539.0131035,RE,4.3,-21.0,-23.4
21067,1786485539.0131123,RE,16.5,-6.9,-5.4
21068,1786485539.0131218,RE,4.5,10.9,14.0
21069,1786485539.013131,RE,-17.2,4.4,4.2
21070,1786485539.01314,RE,-9.3,-15.6,-25.1
21071,1786485539.0131493,RE,14.0,-3.7,-20.3
21072,1786485539.0131583,RE,2.5,16.0,1.8
21073,1786485539.013168,RE,-0.5,11.8,2.9
21074,1786485539.013177,RE,12.2,0.6,-11.5
21075,1786485539.0131865,RE,24.7,2.8,-13.2
21076,1786485539.013196,RE,-1.2,5.8,-1.4
21077,1786485539.0132053,RE,-3.4,9.5,3.5
21078,1786485539.013214,RE,-1.9,3.0,-12.6
21079,1786485539.0132236,RE,7.1,-2.7,-27.0
21080,1786485539.0132327,RE,-3.4,8.0,-10.0
21081,1786485539.013242,RE,-20.4,8.1,-5.8
21082,1786485539.0132513,RE,-16.2,-6.9,-23.0
21083,1786485539.0132606,RE,8.9,-9.6,-25.9
21084,1786485539.01327,RE,10.7,5.7,-2.1
21085,1786485539.0132792,RE,-11.3,8.5,12.5
21086,1786485539.0132885,RE,-22.1,-6.7,-8.3
21087,1786485539.013297,RE,4.8,-13.0,-25.8
21088,1786485539.0133066,RE,10.6,5.9,-7.6
21089,1786485539.0133157,RE,-4.4,15.6,7.5
21090,1786485539.0133247,RE,-5.8,10.1,3.2
21091,1786485539.013334,RE,1.0,-6.8,-18.4
21092,1786485539.0133429,RE,1.0,-9.4,-21.5
21093,1786485539.0133524,RE,-3.1,10.2,5.4
21094,1786485539.0133617,RE,-14.1,6.8,4.2
21095,1786485539.0133708,RE,3.7,-4.2,-14.4
21096,1786485539.01338,RE,16.6,3.8,-5.5
21097,1786485539.013389,RE,2.7,18.5,13.0
21098,1786485539.0133986,RE,-14.0,14.1,5.8
21099,1786485539.0134077,RE,-10.1,-8.3,-21.1
21100,1786485539.0134168,RE,3.1,-10.4,-23.8
21101,1786485539.013426,RE,-9.2,2.0,-3.7
21102,1786485539.0134351,RE,-22.0,7.3,8.3
21103,1786485539.0134444,RE,-21.0,-10.9,-10.1
21104,1786485539.0134535,RE,-0.2,-15.1,-16.5
21105,1786485539.0134628,RE,1.3,2.8,5.2
21106,1786485539.013472,RE,-13.2,10.2,16.5
21107,1786485539.0134814,RE,-1.0,10.2,2.6
21108,1786485539.0134904,RE,17.1,9.8,-5.4
21109,1786485539.0134995,RE,-2.2,8.1,-0.5
21110,1786485539.0135095,RE,-15.3,12.5,4.0
21111,1786485539.0135183,RE,-11.6,1.7,-7.3
21112,1786485539.0135276,RE,17.1,-2.1,-17.6
21113,1786485539.0135367,RE,20.1,13.5,3.7
21114,1786485539.013546,RE,-2.0,13.0,12.3
21115,1786485539.0135553,RE,-6.9,0.9,-2.9
21116,1786485539.0135648,RE,-0.4,-13.7,-23.0
21117,1786485539.013574,RE,11.6,-4.5,-9.8
21118,1786485539.013583,RE,-4.3,10.6,8.2
21119,1786485539.0135922,RE,-24.2,1.5,-2.9
21120,1786485539.0136013,RE,-12.9,-17.9,-31.4
21121,1786485539.0136106,RE,8.3,-7.8,-18.9
21122,1786485539.01362,RE,5.0,15.7,14.7
21123,1786485539.013629,RE,-22.8,6.3,9.2
21124,1786485539.0136385,RE,-2.6,-8.1,-11.0
21125,1786485539.0136476,RE,20.8,2.4,-4.1
21126,1786485539.0136569,RE,7.6,16.8,14.5
21127,1786485539.0136662,RE,-17.5,12.0,13.7
21128,1786485539.0136757,RE,-17.0,-5.7,-11.0
21129,1786485539.0136847,RE,6.9,-3.4,-22.1
21130,1786485539.0136938,RE,9.6,17.6,3.5
21131,1786485539.0137029,RE,-20.6,16.2,12.5
21132,1786485539.013712,RE,-20.5,-2.1,-6.3
21133,1786485539.0137212,RE,4.5,-5.9,-13.6
21134,1786485539.0137303,RE,16.3,18.0,16.2
21135,1786485539.013739,RE,-10.4,19.0,22.7
21136,1786485539.0137486,RE,-14.8,6.4,10.1
21137,1786485539.0137577,RE,-3.4,-9.1,-11.4
21138,1786485539.013767,RE,3.1,2.1,-3.3
21139,1786485539.0137763,RE,-8.7,18.0,11.3
21140,1786485539.0137851,RE,-16.3,11.3,4.7
21141,1786485539.013795,RE,2.8,2.5,-9.4
21142,1786485539.0138035,RE,24.5,18.6,4.4
21143,1786485539.013813,RE,12.6,36.9,30.6
21144,1786485539.0138223,RE,-10.8,20.4,18.7
21145,1786485539.0138316,RE,9.9,10.5,2.8
21146,1786485539.013841,RE,17.0,6.5,-0.5
21147,1786485539.01385,RE,16.4,28.5,29.7
21148,1786485539.0138595,RE,-6.8,28.3,28.4
21149,1786485539.0138686,RE,-2.0,11.8,3.6
21150,1786485539.013878,RE,18.7,16.0,-2.3
21151,1786485539.0138872,RE,12.8,34.1,21.5
21152,1786485539.0138965,RE,0.1,33.6,25.2
21153,1786485539.0139055,RE,-2.6,11.8,-2.1
21154,1786485539.0139146,RE,25.0,11.2,-6.0
21155,1786485539.0139236,RE,14.1,22.5,10.7
21156,1786485539.0139327,RE,-1.5,20.9,15.0
21157,1786485539.013942,RE,4.7,16.5,7.5
21158,1786485539.0139513,RE,13.3,5.7,-9.9
21159,1786485539.0139604,RE,23.2,25.1,11.1
21160,1786485539.0139697,RE,12.4,38.3,29.9
21161,1786485539.013979,RE,-2.1,21.4,10.3
21162,1786485539.4952688,RE,9.3,-0.1,-18.8
21163,1786485539.4953132,RE,14.1,5.5,-8.7
21164,1786485539.495336,RE,-2.3,12.9,5.3
21165,1786485539.495365,RE,0.1,9.9,2.4
21166,1786485539.495407,RE,7.6,-8.6,-19.8
21167,1786485539.4954305,RE,19.7,-3.3,-15.9
21168,1786485539.4954534,RE,3.4,9.8,3.9
21169,1786485539.4954767,RE,-1.6,12.3,6.3
21170,1786485539.4955006,RE,7.9,-2.4,-15.9
21171,1786485539.4955113,RE,19.9,-0.1,-18.3
21172,1786485539.4955213,RE,8.2,13.7,4.2
21173,1786485539.495531,RE,1.9,15.0,7.9
21174,1786485539.4955409,RE,4.2,-3.8,-16.2
21175,1786485539.4955516,RE,21.6,-6.4,-22.2
21176,1786485539.495561,RE,17.2,10.9,2.1
21177,1786485539.49557,RE,1.9,8.8,5.1
21178,1786485539.4955795,RE,9.8,-1.2,-8.9
21179,1786485539.4955888,RE,27.4,-7.1,-17.7
21180,1786485539.4955983,RE,26.1,5.2,0.3
21181,1786485539.4956076,RE,16.4,17.9,19.0
21182,1786485539.495617,RE,14.0,7.6,2.3
21183,1786485539.4956264,RE,25.6,-2.1,-14.9
21184,1786485539.4956355,RE,31.9,6.8,-2.9
21185,1786485539.495646,RE,14.2,18.4,12.9
21186,1786485539.4956565,RE,-1.3,1.5,-7.4
21187,1786485539.4956672,RE,24.3,-5.6,-19.8
21188,1786485539.4956777,RE,27.0,6.2,-4.5
21189,1786485539.495687,RE,25.1,28.3,22.3
21190,1786485539.495697,RE,8.6,22.4,16.8
21191,1786485539.495706,RE,10.3,-3.6,-20.3
21192,1786485539.495716,RE,20.8,0.3,-16.6
21193,1786485539.4957252,RE,7.9,10.1,2.7
21194,1786485539.4957342,RE,-4.1,6.0,3.1
21195,1786485539.4957435,RE,-1.2,-14.7,-20.2
21196,1786485539.4957526,RE,18.9,-6.7,-14.9
21197,1786485539.495762,RE,5.0,7.2,5.4
21198,1786485539.4957716,RE,-10.4,5.5,4.5
21199,1786485539.4957807,RE,13.4,-2.6,-8.0
21200,1786485539.4957902,RE,30.3,2.0,-2.8
21201,1786485539.4957995,RE,14.8,6.9,10.6
21202,1786485539.4958086,RE,7.8,14.1,17.9
21203,1786485539.495818,RE,-2.1,-0.9,-7.5
21204,1786485539.495827,RE,13.6,-10.0,-26.0
21205,1786485539.4958365,RE,13.7,10.6,-1.3
21206,1786485539.4958465,RE,6.6,19.7,17.7
21207,1786485539.4958563,RE,2.8,12.5,7.7
21208,1786485539.4958668,RE,15.0,-2.4,-13.1
21209,1786485539.4958775,RE,29.4,18.3,10.9
21210,1786485539.4958875,RE,-7.3,16.5,14.4
21211,1786485539.4958973,RE,-9.9,2.6,-2.7
21212,1786485539.4959064,RE,27.9,8.1,-6.6
21213,1786485539.495916,RE,39.6,28.2,15.2
21214,1786485539.495925,RE,16.7,36.4,30.5
21215,1786485539.4959345,RE,3.2,27.0,21.1
21216,1786485539.4959435,RE,24.1,13.7,2.8
21217,1786485539.4959528,RE,20.4,16.0,9.4
21218,1786485539.4959617,RE,-2.8,19.9,17.0
21219,1786485539.4959707,RE,-20.7,9.6,5.8
21220,1786485539.49598,RE,-1.0,-1.5,-13.3
21221,1786485539.495989,RE,24.5,10.2,-4.8
21222,1786485539.4959984,RE,25.2,39.8,34.1
21223,1786485539.4960084,RE,2.4,39.7,38.8
21224,1786485539.4960184,RE,7.6,21.2,12.4
21225,1786485539.4960284,RE,25.9,20.7,5.7
21226,1786485539.496039,RE,16.9,38.1,28.2
21227,1786485539.4960475,RE,-6.8,33.6,28.6
21228,1786485539.4960558,RE,2.6,21.5,15.2
21229,1786485539.4960644,RE,19.0,18.9,6.6
21230,1786485539.4960728,RE,0.9,23.9,14.4
21231,1786485539.496081,RE,-15.1,22.9,15.0
21232,1786485539.4960897,RE,-13.9,13.3,-1.0
21233,1786485539.4960992,RE,2.8,7.9,-16.8
21234,1786485539.496109,RE,7.7,21.2,8.4
21235,1786485539.4961188,RE,-10.1,26.3,27.4
21236,1786485539.4961536,RE,-10.4,21.5,14.7
21237,1786485539.4961717,RE,9.1,13.3,-5.2
21238,1786485539.4961815,RE,19.2,29.1,11.8
21239,1786485539.4961915,RE,-1.9,37.1,24.8
21240,1786485539.4962015,RE,-8.0,34.0,19.9
21241,1786485539.4962115,RE,6.3,18.7,-2.3
21242,1786485539.4962275,RE,21.2,29.0,8.8
21243,1786485539.4962454,RE,-0.2,39.1,28.9
21244,1786485539.496271,RE,-20.6,26.4,17.8
21245,1786485539.496294,RE,1.9,12.9,-2.6
21246,1786485539.4963083,RE,0.4,6.6,-9.1
21247,1786485539.496323,RE,1.7,20.8,10.1
21248,1786485539.496332,RE,5.6,34.3,29.0
21249,1786485539.496343,RE,4.9,21.8,8.1
21250,1786485539.496356,RE,8.9,12.9,-5.7
21251,1786485539.4963691,RE,9.9,25.7,15.5
21252,1786485539.4963837,RE,3.5,35.5,37.8
21253,1786485539.4964068,RE,-3.1,17.9,25.2
21254,1786485539.4964335,RE,14.6,8.2,7.2
21255,1786485539.4964569,RE,17.7,24.8,28.4
21256,1786485539.496474,RE,2.6,34.0,42.5
21257,1786485539.4964828,RE,-2.6,23.5,24.2
21258,1786485539.496493,RE,15.9,15.6,5.4
21259,1786485539.4965532,RE,20.4,34.1,26.9
21260,1786485539.4965763,RE,-3.8,35.2,32.4
21261,1786485539.4965956,RE,-2.7,30.4,24.0
21262,1786485539.4966197,RE,8.2,18.8,5.2
21263,1786485539.4966333,RE,10.0,24.1,7.5
21264,1786485539.49667,RE,4.6,39.9,28.8
21265,1786485539.496694,RE,2.8,42.0,34.7
21266,1786485539.4967198,RE,3.4,21.0,5.5
21267,1786485539.4967532,RE,21.5,28.5,12.4
21268,1786485539.4967663,RE,11.2,44.9,41.0
21269,1786485539.4967766,RE,0.6,41.9,39.0
21270,1786485539.4967885,RE,6.7,22.8,12.5
21271,1786485539.496811,RE,10.0,15.6,5.4
21272,1786485539.4968295,RE,-1.8,26.2,22.2
21273,1786485539.4968593,RE,-16.9,26.4,25.8
21274,1786485539.4968843,RE,-13.5,10.1,3.9
21275,1786485539.496896,RE,14.1,12.0,1.6
21276,1786485539.496905,RE,6.2,25.1,29.5
21277,1786485539.496915,RE,-8.1,27.7,33.9
21278,1786485539.4969249,RE,3.0,22.3,21.4
21279,1786485539.4969337,RE,25.8,21.6,13.6
21280,1786485539.4969428,RE,28.0,38.7,38.7
21281,1786485539.4969523,RE,3.3,43.4,51.4
21282,1786485539.9742951,RE,35.4,32.1,45.7
21283,1786485539.9743388,RE,46.2,17.3,21.8
21284,1786485539.9743676,RE,59.4,32.0,37.9
21285,1786485539.974393,RE,43.0,42.5,57.2
21286,1786485539.974418,RE,35.5,33.1,43.9
21287,1786485539.9744391,RE,40.5,12.8,16.3
21288,1786485539.974465,RE,48.3,18.9,21.1
21289,1786485539.9744911,RE,36.3,32.0,39.8
21290,1786485539.9745164,RE,36.2,29.7,41.6
21291,1786485539.974542,RE,43.8,16.9,22.8
21292,1786485539.9745529,RE,60.2,24.0,29.1
21293,1786485539.9745636,RE,44.0,34.4,45.2
21294,1786485539.974575,RE,38.6,37.0,45.8
21295,1786485539.974585,RE,41.3,19.9,22.5
21296,1786485539.974596,RE,50.9,18.0,18.8
21297,1786485539.974607,RE,43.4,32.1,38.7
21298,1786485539.9746163,RE,33.0,33.1,44.5
21299,1786485539.974624,RE,35.3,19.3,27.3
